Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
84,16516516,23f2000473,"2026-07-13 19:11:09",0.71904,4,piratewiz99
85,16515835,23f2003853,"2026-07-12 13:14:31",0.71879,2,khprasath
86,16516656,21f1001169,"2026-07-13 13:37:17",0.71853,2,iitm21f1001169
87,16535015,21F3002640,"2026-07-13 18:46:49",0.71827,5,sharmamahesh01
88,16535103,21f1003070,"2026-07-13 19:10:37",0.71491,1,iitm21f1003070
89,16517253,"AKSHITA SUBRAMANIAN","2026-07-13 15:56:44",0.71439,5,akshitasubramanian
90,16515826,22f3001912,"2026-07-13 19:55:08",0.71181,6,shramadeepd
91,16516503,Deepak@8492,"2026-07-13 05:04:30",0.71155,1,deepak8492
92,16515839,21f3000180,"2026-07-12 11:12:57",0.71077,4,yuvrajsharmaiitm
93,16535248,21f1005206,"2026-07-13 18:01:58",0.71077,1,mdanzarrabbani
94,16516271,21F3000014,"2026-07-11 13:10:50",0.70896,2,anandratna
95,16535105,21f1002373,"2026-07-13 16:35:50",0.70793,1,jhapiyush44
96,16516436,21f1000629,"2026-07-10 22:11:24",0.70767,2,sattyss
97,16531192,21f1001232,"2026-07-13 17:22:57",0.70741,4,yerolkarsujata
98,16532218,21F3002241,"2026-07-13 19:36:30",0.70741,7,rohitvishwasshinde
99,16536284,21f1006434,"2026-07-13 11:27:04",0.70715,3,iitm21f1006434
100,16516803,22f3000528,"2026-07-13 16:07:22",0.70715,7,muralidhar5613
101,16516438,22F3001690,"2026-07-12 15:18:46",0.70664,3,yuvrajgosainiitm
102,16516980,"Madhav Bhardwaj","2026-07-13 14:49:51",0.70612,4,madhavbhardwaj123
103,16517666,23f2001475,"2026-07-12 21:02:00",0.70405,2,dilsingh2004
104,16530798,21f1006017,"2026-07-12 11:22:01",0.70379,4,sanjeevkiitm
105,16516253,22f3001103,"2026-07-13 17:02:59",0.70354,3,kohilsharma
106,16531823,21f3002112,"2026-07-13 15:11:48",0.70224,3,vimalpandey6388
107,16530948,21f1002562,"2026-07-13 18:38:44",0.70043,2,harshpal1441ds
108,16516713,21f3002439,"2026-07-12 18:55:44",0.70043,3,amituchiha
109,16532570,21F1004496,"2026-07-13 18:16:03",0.69811,3,tomin12
110,16515860,21F1005840,"2026-07-13 07:09:55",0.69733,6,indranil98
111,16534040,21F3001668,"2026-07-13 11:19:38",0.69449,2,anubhavagarwal5
112,16532035,23F1000403,"2026-07-13 16:22:35",0.68751,3,rawnakjain
113,16530822,21f1005420,"2026-07-12 13:30:00",0.68363,3,aishwaryayegneshwar
114,16516673,23f1000205,"2026-07-13 16:19:59",0.68260,8,sknooralam
115,16515861,23f2003807,"2026-07-13 11:51:57",0.68182,3,jashmevada
116,16534687,23F1001940,"2026-07-13 17:48:19",0.68053,3,shashank7474
117,16537610,22f3002342,"2026-07-13 15:55:14",0.67562,3,divyansh9n0v
118,16538516,23f2005059,"2026-07-13 16:41:22",0.67330,2,someone321123
119,16538650,pranshusinha554,"2026-07-13 09:51:46",0.67019,1,pranshusinha554
120,16530632,22f2001312,"2026-07-13 09:55:55",0.67019,1,pranshusinha0205
121,16517455,23f1001632,"2026-07-13 13:47:58",0.66890,6,sundareshkarthicg
122,16517582,22f2001632,"2026-07-13 14:04:14",0.66244,2,tannu20114
123,16539161,23f3000878,"2026-07-13 16:51:02",0.63401,1,md23f3000878
124,16515916,23f2004965,"2026-07-12 21:06:20",0.62962,5,ashishpanghal
125,16516432,"DIVYANSH TIWARI","2026-07-13 09:22:13",0.62832,2,divyanshtiwarii
126,16536883,23f2004188,"2026-07-13 10:14:17",0.62832,2,venkateshthatha
127,16530482,21f1002407,"2026-07-12 12:13:07",0.62781,1,anujgautam0
128,16532681,21F2000510,"2026-07-13 15:31:35",0.62419,2,iitm21f2000510
129,16537502,"Abhishek Kumar","2026-07-13 20:59:49",0.60790,1,abhishekyadav73
130,16516515,21f2000987,"2026-07-13 18:23:27",0.60351,1,parashmanidatta
131,16534242,22f3001954,"2026-07-13 00:17:22",0.59834,4,srupat
132,16516337,21f3000274,"2026-07-12 18:21:58",0.57792,5,adityambati01
133,16538604,22F3002319,"2026-07-13 17:59:03",0.56810,3,dhruv554
134,16532829,23F3001747,"2026-07-13 12:31:36",0.52028,1,utkarshwizard
135,16517604,22F3001517,"2026-07-13 18:00:17",0.39829,2,anant44
136,16539697,23F2000288,"2026-07-13 17:28:52",0.37684,2,mdfaizkhaniitm
137,16531703,Hari_OmPandey,"2026-07-11 13:33:37",0.36314,1,hariompandey6388
138,16535765,"Herr Otto von Bismarck","2026-07-12 16:34:32",0.35538,1,cyrusthegreat48
139,16539711,23f1000561,"2026-07-13 17:00:59",0.27707,1,mohitkumarb1i
140,16540494,21f3001839,"2026-07-13 21:49:57",0.25691,1,vikankshipatil31
141,16534594,21f1006516,"2026-07-13 18:42:23",0.23546,2,iitm21f1006516
142,16516225,22f3001642,"2026-07-13 17:02:58",0.22538,1,shreyanchaubey
143,16537387,21f2000306,"2026-07-13 18:10:24",0.08917,1,aganjali
144,16536718,"Deepak Singh","2026-07-13 21:18:13",0.08400,3,deepaksingh451
145,16532842,21f3000632,"2026-07-13 17:41:39",0.08400,2,a21f3000632
146,16533365,"deepak singh","2026-07-13 22:05:23",0.07960,2,deepaksangh41
147,16536921,lucifer8574,"2026-07-13 14:09:51",0.00077,1,lucifer8574
