ID,label
1038,16
1039,8
1040,25
1041,12
1042,3
1043,12
1044,1
1045,7
1046,7
1047,6
1048,0
1049,0
1050,8
1051,10
1052,1
1053,12
1054,0
1055,3
1056,0
1057,0
1058,4
1059,2
1060,8
1061,6
1062,1
1063,11
1064,6
1065,7
1066,13
1067,12
1068,11
1069,11
1070,12
1071,6
1072,7
1073,3
1074,3
1075,12
1076,14
1077,8
1078,25
1079,19
1080,7
1081,12
1082,0
1083,8
1084,19
1085,2
1086,15
1087,7
1088,11
1089,5
1090,8
1091,11
1092,1
1093,11
1094,12
1095,4
1096,8
1097,0
1098,1
1099,0
1100,0
1101,7
1102,5
1103,14
1104,5
1105,0
1106,13
1107,8
1108,0
1109,1
1110,7
1111,1
1112,25
1113,6
1114,7
1115,3
1116,12
1117,10
1118,1
1119,6
1120,7
1121,2
1122,7
1123,6
1124,19
1125,12
1126,7
1127,0
1128,1
1129,1
1130,7
1131,9
1132,3
1133,5
1134,8
1135,9
1136,1
1137,9
1138,25
1139,5
1140,7
1141,1
1142,12
1143,11
1144,0
1145,10
1146,8
1147,4
1148,9
1149,11
1150,5
1151,25
1152,12
1153,3
1154,7
1155,7
1156,1
1157,25
1158,12
1159,19
1160,3
1161,0
1162,15
1163,0
1164,1
1165,6
1166,8
1167,7
1168,1
1169,5
1170,9
1171,1
1172,7
1173,0
1174,7
1175,0
1176,8
1177,1
1178,7
1179,7
1180,11
1181,2
1182,1
1183,14
1184,8
1185,12
1186,3
1187,12
1188,1
1189,8
1190,6
1191,0
1192,1
1193,9
1194,8
1195,19
1196,7
1197,4
1198,7
1199,7
1200,12
1201,9
1202,1
1203,5
1204,5
1205,1
1206,1
1207,9
1208,19
1209,9
1210,7
1211,8
1212,10
1213,4
1214,7
1215,12
1216,0
1217,6
1218,19
1219,7
1220,3
1221,7
1222,7
1223,0
1224,14
1225,1
1226,4
1227,8
1228,26
1229,13
1230,0
1231,7
1232,1
1233,1
1234,1
1235,7
1236,5
1237,9
1238,9
1239,1
1240,1
1241,8
1242,5
1243,6
1244,7
1245,1
1246,11
1247,8
1248,0
1249,1
1250,8
1251,4
1252,8
1253,19
1254,8
1255,11
1256,3
1257,12
1258,0
1259,1
1260,12
1261,5
1262,1
1263,9
1264,9
1265,6
1266,7
1267,6
1268,8
1269,15
1270,19
1271,11
1272,7
1273,19
1274,11
1275,2
1276,26
1277,9
1278,13
1279,1
1280,4
1281,5
1282,11
1283,11
1284,12
1285,7
1286,8
1287,1
1288,0
1289,15
1290,11
1291,6
1292,1
1293,5
1294,1
1295,1
1296,11
1297,7
1298,11
1299,1
1300,15
1301,14
1302,10
1303,5
1304,12
1305,0
1306,3
1307,7
1308,8
1309,12
1310,14
1311,4
1312,8
1313,8
1314,4
1315,7
1316,7
1317,1
1318,7
1319,2
1320,1
1321,1
1322,1
1323,2
1324,13
1325,3
1326,6
1327,7
1328,10
1329,16
1330,13
1331,6
1332,7
1333,13
1334,2
1335,6
1336,10
1337,8
1338,8
1339,4
1340,0
1341,9
1342,9
1343,19
1344,10
1345,11
1346,19
1347,0
1348,8
1349,8
1350,7
1351,11
1352,8
1353,12
1354,9
1355,20
1356,16
1357,1
1358,3
1359,11
1360,0
1361,8
1362,0
1363,9
1364,8
1365,5
1366,6
1367,10
1368,12
1369,0
1370,12
1371,11
1372,7
1373,7
1374,11
1375,12
1376,12
1377,23
1378,8
1379,5
1380,8
1381,9
1382,7
1383,3
1384,7
1385,8
1386,6
1387,7
1388,25
1389,1
1390,2
1391,7
1392,15
1393,0
1394,7
1395,3
1396,3
1397,6
1398,4
1399,8
1400,0
1401,9
1402,5
1403,10
1404,0
1405,6
1406,19
1407,10
1408,8
1409,7
1410,13
1411,1
1412,6
1413,8
1414,11
1415,19
1416,6
1417,12
1418,8
1419,7
1420,7
1421,1
1422,4
1423,5
1424,0
1425,8
1426,25
1427,6
1428,12
1429,3
1430,2
1431,5
1432,7
1433,5
1434,12
1435,1
1436,19
1437,7
1438,15
1439,14
1440,8
1441,4
1442,19
1443,3
1444,7
1445,7
1446,8
1447,19
1448,11
1449,26
1450,25
1451,8
1452,15
1453,8
1454,7
1455,8
1456,8
1457,8
1458,11
1459,6
1460,1
1461,4
1462,1
1463,1
1464,10
1465,8
1466,8
1467,9
1468,5
1469,7
1470,8
1471,19
1472,7
1473,9
1474,4
1475,6
1476,8
1477,7
1478,9
1479,8
1480,8
1481,7
1482,19
1483,7
1484,12
1485,7
1486,8
1487,0
1488,12
1489,7
1490,7
1491,0
1492,9
1493,8
1494,1
1495,7
1496,7
1497,16
1498,7
1499,7
1500,8
1501,23
1502,8
1503,2
1504,6
1505,5
1506,12
1507,11
1508,15
1509,7
1510,10
1511,3
1512,7
1513,1
1514,8
1515,1
1516,8
1517,7
1518,3
1519,23
1520,13
1521,3
1522,1
1523,8
1524,7
1525,1
1526,19
1527,1
1528,12
1529,7
1530,0
1531,16
1532,1
1533,5
1534,3
1535,19
1536,4
1537,4
1538,5
1539,26
1540,5
1541,5
1542,8
1543,7
1544,11
1545,12
1546,8
1547,16
1548,3
1549,1
1550,11
1551,11
1552,2
1553,1
1554,12
1555,10
1556,8
1557,3
1558,8
1559,0
1560,20
1561,9
1562,19
1563,1
1564,8
1565,25
1566,11
1567,7
1568,1
1569,8
1570,0
1571,1
1572,12
1573,7
1574,8
1575,9
1576,5
1577,7
1578,7
1579,8
1580,7
1581,11
1582,14
1583,9
1584,5
1585,9
1586,22
1587,7
1588,5
1589,7
1590,1
1591,7
1592,17
1593,6
1594,8
1595,25
1596,2
1597,14
1598,12
1599,8
1600,1
1601,1
1602,13
1603,12
1604,19
1605,12
1606,8
1607,11
1608,6
1609,3
1610,2
1611,8
1612,10
1613,7
1614,8
1615,4
1616,6
1617,2
1618,11
1619,7
1620,11
1621,12
1622,8
1623,7
1624,1
1625,23
1626,1
1627,7
1628,1
1629,4
1630,7
1631,8
1632,3
1633,6
1634,6
1635,7
1636,19
1637,1
1638,3
1639,6
1640,14
1641,8
1642,1
1643,19
1644,3
1645,1
1646,3
1647,4
1648,1
1649,2
1650,23
1651,15
1652,2
1653,11
1654,5
1655,11
1656,0
1657,8
1658,2
1659,7
1660,19
1661,8
1662,0
1663,7
1664,3
1665,11
1666,5
1667,5
1668,6
1669,8
1670,8
1671,9
1672,1
1673,5
1674,7
1675,3
1676,6
1677,7
1678,25
1679,5
1680,1
1681,11
1682,16
1683,15
1684,9
1685,19
1686,0
1687,7
1688,1
1689,8
1690,18
1691,23
1692,0
1693,5
1694,2
1695,11
1696,3
1697,1
1698,11
1699,7
1700,8
1701,11
1702,12
1703,7
1704,11
1705,3
1706,8
1707,9
1708,5
1709,1
1710,7
1711,11
1712,8
1713,1
1714,7
1715,11
1716,20
1717,11
1718,6
1719,7
1720,4
1721,1
1722,1
1723,16
1724,12
1725,7
1726,6
1727,26
1728,18
1729,19
1730,5
1731,4
1732,2
1733,0
1734,0
1735,8
1736,12
1737,11
1738,4
1739,4
1740,11
1741,0
1742,5
1743,1
1744,4
1745,3
1746,7
1747,7
1748,1
1749,4
1750,19
1751,6
1752,7
1753,6
1754,11
1755,12
1756,9
1757,8
1758,11
1759,7
1760,22
1761,25
1762,7
1763,6
1764,14
1765,0
1766,12
1767,1
1768,7
1769,8
1770,8
1771,8
1772,19
1773,6
1774,8
1775,25
1776,3
1777,8
1778,0
1779,3
1780,6
1781,5
1782,1
1783,10
1784,7
1785,13
1786,0
1787,9
1788,1
1789,19
1790,20
1791,5
1792,8
1793,11
1794,1
1795,8
1796,8
1797,1
1798,6
1799,7
1800,3
1801,8
1802,5
1803,7
1804,4
1805,8
1806,3
1807,1
1808,8
1809,9
1810,8
1811,12
1812,8
1813,8
1814,4
1815,26
1816,15
1817,1
1818,8
1819,1
1820,7
1821,7
1822,5
1823,1
1824,6
1825,10
1826,7
1827,16
1828,1
1829,12
1830,8
1831,3
1832,7
1833,12
1834,7
1835,20
1836,14
1837,1
1838,7
1839,12
1840,3
1841,9
1842,19
1843,4
1844,6
1845,3
1846,8
1847,5
1848,9
1849,7
1850,0
1851,8
1852,25
1853,3
1854,16
1855,3
1856,7
1857,12
1858,1
1859,7
1860,8
1861,13
1862,10
1863,13
1864,1
1865,1
1866,7
1867,12
1868,8
1869,8
1870,19
1871,7
1872,8
1873,8
1874,1
1875,15
1876,8
1877,1
1878,1
1879,8
1880,1
1881,4
1882,11
1883,1
1884,3
1885,2
1886,12
1887,7
1888,9
1889,9
1890,8
1891,9
1892,19
1893,8
1894,1
1895,9
1896,12
1897,2
1898,8
1899,8
1900,11
1901,8
1902,1
1903,9
1904,0
1905,8
1906,1
1907,12
1908,2
1909,4
1910,11
1911,7
1912,1
1913,2
1914,4
1915,7
1916,8
1917,11
1918,1
1919,5
1920,19
1921,13
1922,7
1923,25
1924,3
1925,19
1926,7
1927,28
1928,8
1929,8
1930,5
1931,7
1932,5
1933,5
1934,3
1935,11
1936,1
1937,3
1938,5
1939,8
1940,9
1941,9
1942,20
1943,2
1944,7
1945,7
1946,1
1947,3
1948,1
1949,8
1950,15
1951,6
1952,7
1953,9
1954,4
1955,16
1956,7
1957,7
1958,19
1959,9
1960,7
1961,1
1962,8
1963,2
1964,8
1965,7
1966,19
1967,14
1968,1
1969,11
1970,7
1971,7
1972,8
1973,7
1974,7
1975,5
1976,8
1977,3
1978,1
1979,3
1980,6
1981,15
1982,9
1983,16
1984,8
1985,5
1986,4
1987,3
1988,8
1989,3
1990,0
1991,12
1992,12
1993,1
1994,1
1995,3
1996,7
1997,8
1998,8
1999,1
2000,8
2001,6
2002,4
2003,7
2004,10
2005,12
2006,11
2007,19
2008,8
2009,23
2010,1
2011,12
2012,0
2013,7
2014,13
2015,8
2016,1
2017,9
2018,1
2019,11
2020,8
2021,1
2022,5
2023,13
2024,8
2025,4
2026,1
2027,1
2028,4
2029,12
2030,5
2031,7
2032,7
2033,16
2034,8
2035,1
2036,13
2037,1
2038,9
2039,8
2040,5
2041,0
2042,3
2043,11
2044,8
2045,13
2046,3
2047,9
2048,13
2049,6
2050,25
2051,3
2052,8
2053,0
2054,7
2055,8
2056,9
2057,0
2058,12
2059,10
2060,2
2061,8
2062,12
2063,5
2064,5
2065,7
2066,8
2067,5
2068,11
2069,12
2070,23
2071,3
2072,5
2073,7
2074,1
2075,6
2076,8
2077,2
2078,12
2079,6
2080,7
2081,5
2082,19
2083,15
2084,12
2085,4
2086,12
2087,7
2088,5
2089,5
2090,3
2091,5
2092,3
2093,14
2094,7
2095,26
2096,7
2097,8
2098,8
2099,8
2100,6
2101,1
2102,0
2103,11
2104,1
2105,12
2106,7
2107,4
2108,11
2109,25
2110,2
2111,7
2112,15
2113,13
2114,9
2115,1
2116,11
2117,25
2118,1
2119,8
2120,5
2121,12
2122,7
2123,26
2124,19
2125,19
2126,3
2127,5
2128,8
2129,1
2130,25
2131,6
2132,12
2133,19
2134,1
2135,2
2136,14
2137,7
2138,19
2139,12
2140,1
2141,3
2142,7
2143,13
2144,1
2145,11
2146,10
2147,8
2148,2
2149,6
2150,5
2151,7
2152,7
2153,12
2154,1
2155,8
2156,1
2157,6
2158,8
2159,8
2160,3
2161,9
2162,11
2163,7
2164,3
2165,6
2166,8
2167,7
2168,6
2169,3
2170,1
2171,10
2172,0
2173,18
2174,8
2175,0
2176,0
2177,8
2178,8
2179,9
2180,8
2181,12
2182,21
2183,6
2184,19
2185,5
2186,1
2187,8
2188,8
2189,1
2190,8
2191,8
2192,5
2193,8
2194,19
2195,5
2196,7
2197,7
2198,5
2199,12
2200,2
2201,19
2202,7
2203,8
2204,7
2205,11
2206,7
2207,15
2208,3
2209,1
2210,7
2211,4
2212,2
2213,1
2214,4
2215,21
2216,5
2217,1
2218,9
2219,7
2220,0
2221,7
2222,1
2223,1
2224,13
2225,20
2226,20
2227,8
2228,14
2229,3
2230,0
2231,8
2232,7
2233,1
2234,12
2235,8
2236,1
2237,11
2238,8
2239,8
2240,1
2241,8
2242,7
2243,0
2244,2
2245,8
2246,8
2247,6
2248,1
2249,12
2250,10
2251,8
2252,0
2253,19
2254,3
2255,3
2256,8
2257,6
2258,11
2259,12
2260,6
2261,3
2262,0
2263,3
2264,12
2265,12
2266,7
2267,11
2268,1
2269,9
2270,15
2271,3
2272,0
2273,19
2274,9
2275,8
2276,7
2277,11
2278,14
2279,0
2280,8
2281,7
2282,1
2283,12
2284,12
2285,12
2286,6
2287,2
2288,13
2289,5
2290,12
2291,1
2292,8
2293,1
2294,8
2295,11
2296,1
2297,8
2298,1
2299,12
2300,8
2301,13
2302,4
2303,5
2304,8
2305,9
2306,3
2307,19
2308,12
2309,11
2310,15
2311,8
2312,1
2313,0
2314,9
2315,0
2316,9
2317,8
2318,5
2319,11
2320,13
2321,15
2322,0
2323,12
2324,8
2325,10
2326,4
2327,11
2328,12
2329,3
2330,1
2331,7
2332,1
2333,3
2334,4
2335,11
2336,13
2337,6
2338,5
2339,4
2340,8
2341,15
2342,7
2343,10
2344,0
2345,9
2346,4
2347,4
2348,14
2349,0
2350,7
2351,6
2352,11
2353,5
2354,1
2355,1
2356,0
2357,11
2358,1
2359,8
2360,8
2361,9
2362,11
2363,1
2364,8
2365,7
2366,11
2367,2
2368,8
2369,1
2370,0
2371,15
2372,8
2373,11
2374,7
2375,15
2376,8
2377,3
2378,6
2379,1
2380,12
2381,9
2382,19
2383,19
2384,4
2385,2
2386,1
2387,0
2388,11
2389,7
2390,12
2391,13
2392,7
2393,8
2394,5
2395,7
2396,13
2397,19
2398,6
2399,15
2400,8
2401,7
2402,7
2403,22
2404,8
2405,5
2406,0
2407,6
2408,2
2409,13
2410,9
2411,8
2412,0
2413,7
2414,7
2415,8
2416,19
2417,1
2418,8
2419,1
2420,4
2421,7
2422,9
2423,7
2424,7
2425,12
2426,13
2427,4
2428,6
2429,7
2430,2
2431,8
2432,11
2433,19
2434,13
2435,7
2436,11
2437,8
2438,8
2439,1
2440,26
2441,7
2442,9
2443,11
2444,7
2445,0
2446,8
2447,0
2448,12
2449,12
2450,9
2451,7
2452,15
2453,19
2454,11
2455,9
2456,4
2457,7
2458,2
2459,3
2460,4
2461,11
2462,8
2463,6
2464,10
2465,0
2466,4
2467,1
2468,5
2469,0
2470,1
2471,1
2472,2
2473,5
2474,3
2475,4
2476,3
2477,7
2478,7
2479,0
2480,1
2481,1
2482,3
2483,11
2484,7
2485,4
2486,7
2487,5
2488,15
2489,6
2490,14
2491,0
2492,0
2493,13
2494,9
2495,13
2496,1
2497,16
2498,12
2499,3
2500,7
2501,1
2502,3
2503,14
2504,7
2505,19
2506,7
2507,4
2508,10
2509,3
2510,0
2511,5
2512,3
2513,4
2514,25
2515,1
2516,8
2517,1
2518,2
2519,11
2520,1
2521,7
2522,5
2523,5
2524,8
2525,5
2526,8
2527,13
2528,9
2529,0
2530,5
2531,5
2532,19
2533,4
2534,8
2535,16
2536,19
2537,0
2538,5
2539,7
2540,7
2541,7
2542,6
2543,4
2544,4
2545,3
2546,9
2547,15
2548,5
2549,8
2550,1
2551,12
2552,8
2553,7
2554,1
2555,5
2556,8
2557,8
2558,6
2559,16
2560,7
2561,0
2562,7
2563,7
2564,5
2565,13
2566,1
2567,1
2568,3
2569,5
2570,7
2571,10
2572,8
2573,13
2574,7
2575,13
2576,7
2577,5
2578,9
2579,0
2580,8
2581,13
2582,0
2583,9
2584,8
2585,25
2586,1
2587,8
2588,8
2589,19
2590,26
2591,11
2592,7
2593,7
2594,12
2595,3
2596,8
2597,8
2598,0
2599,13
2600,1
2601,9
2602,11
2603,1
2604,17
2605,7
2606,7
2607,6
2608,5
2609,19
2610,0
2611,11
2612,11
2613,7
2614,11
2615,4
2616,7
2617,5
2618,8
2619,12
2620,4
2621,16
2622,15
2623,11
2624,6
2625,12
2626,1
2627,16
2628,7
2629,8
2630,19
2631,7
2632,5
2633,8
2634,8
2635,4
2636,5
2637,19
2638,5
2639,2
2640,4
2641,12
2642,9
2643,11
2644,2
2645,3
2646,7
2647,19
2648,2
2649,12
2650,13
2651,8
2652,2
2653,5
2654,6
2655,11
2656,6
2657,12
2658,6
2659,5
2660,2
2661,8
2662,20
2663,6
2664,4
2665,3
2666,4
2667,7
2668,8
2669,8
2670,0
2671,6
2672,9
2673,16
2674,5
2675,1
2676,3
2677,19
2678,13
2679,1
2680,1
2681,8
2682,6
2683,2
2684,7
2685,8
2686,3
2687,8
2688,25
2689,8
2690,5
2691,6
2692,26
2693,0
2694,1
2695,7
2696,1
2697,5
2698,7
2699,2
2700,14
2701,13
2702,8
2703,1
2704,7
2705,7
2706,1
2707,0
2708,11
2709,7
2710,11
2711,6
2712,3
2713,11
2714,8
2715,12
2716,0
2717,2
2718,5
2719,7
2720,8
2721,19
2722,12
2723,1
2724,0
2725,5
2726,7
2727,8
2728,1
2729,5
2730,8
2731,7
2732,6
2733,6
2734,16
2735,12
2736,19
2737,15
2738,9
2739,8
2740,1
2741,6
2742,25
2743,2
2744,8
2745,12
2746,1
2747,0
2748,7
2749,7
2750,2
2751,0
2752,7
2753,19
2754,4
2755,0
2756,8
2757,6
2758,1
2759,8
2760,8
2761,1
2762,13
2763,5
2764,1
2765,7
2766,5
2767,6
2768,0
2769,8
2770,7
2771,6
2772,6
2773,19
2774,7
2775,12
2776,8
2777,1
2778,7
2779,25
2780,14
2781,8
2782,12
2783,5
2784,11
2785,6
2786,8
2787,6
2788,8
2789,7
2790,9
2791,9
2792,11
2793,7
2794,6
2795,15
2796,11
2797,4
2798,5
2799,3
2800,11
2801,12
2802,1
2803,16
2804,13
2805,7
2806,9
2807,5
2808,1
2809,1
2810,9
2811,1
2812,10
2813,12
2814,9
2815,16
2816,3
2817,5
2818,6
2819,7
2820,4
2821,1
2822,19
2823,0
2824,10
2825,7
2826,8
2827,13
2828,13
2829,1
2830,8
2831,8
2832,3
2833,11
2834,15
2835,7
2836,19
2837,0
2838,11
2839,2
2840,25
2841,7
2842,1
2843,8
2844,3
2845,6
2846,11
2847,3
2848,3
2849,9
2850,1
2851,7
2852,4
2853,12
2854,11
2855,12
2856,7
2857,5
2858,8
2859,9
2860,1
2861,0
2862,11
2863,1
2864,14
2865,12
2866,8
2867,19
2868,9
2869,25
2870,23
2871,11
2872,1
2873,2
2874,1
2875,19
2876,4
2877,9
2878,1
2879,0
2880,4
2881,8
2882,1
2883,7
2884,7
2885,8
2886,12
2887,3
2888,7
2889,9
2890,15
2891,4
2892,6
2893,11
2894,5
2895,4
2896,5
2897,4
2898,4
2899,12
2900,5
2901,12
2902,1
2903,1
2904,4
2905,4
2906,8
2907,5
2908,7
2909,4
2910,10
2911,4
2912,2
2913,7
2914,7
2915,7
2916,25
2917,11
2918,8
2919,1
2920,9
2921,0
2922,3
2923,25
2924,7
2925,8
2926,15
2927,13
2928,0
2929,11
2930,7
2931,7
2932,6
2933,8
2934,7
2935,11
2936,15
2937,26
2938,1
2939,7
2940,11
2941,26
2942,5
2943,6
2944,1
2945,7
2946,8
2947,7
2948,1
2949,7
2950,7
2951,1
2952,8
2953,25
2954,11
2955,12
2956,9
2957,11
2958,7
2959,6
2960,12
2961,1
2962,6
2963,1
2964,12
2965,11
2966,1
2967,12
2968,26
2969,5
2970,5
2971,9
2972,8
2973,8
2974,1
2975,12
2976,14
2977,9
2978,7
2979,12
2980,26
2981,6
2982,1
2983,19
2984,11
2985,11
2986,1
2987,0
2988,9
2989,11
2990,15
2991,7
2992,3
2993,7
2994,1
2995,2
2996,7
2997,6
